url,7/19/2021,7/20/2021,2021-07-21,2021-07-22,2021-07-23
https://www.opentable.com/r/dutch-freds-new-york,14.0,13.0,26.0,28.0,33.0
https://www.opentable.com/bistango-at-the-kimberly-hotel,13.0,,25.0,14.0,25.0
https://www.opentable.com/r/blue-dog-cookhouse-and-bar-new-york,28.0,,39.0,34.0,36.0
https://www.opentable.com/r/haru-sushi-amsterdam-ave-new-york,14.0,,20.0,15.0,13.0
https://www.opentable.com/r/momokawa-new-york,8.0,,11.0,10.0,12.0
https://www.opentable.com/r/momokawa-new-york,8.0,,11.0,10.0,12.0
https://www.opentable.com/r/bowery-road-new-york,29.0,,24.0,22.0,20.0
https://www.opentable.com/r/schilling-new-york,18.0,,19.0,,
https://www.opentable.com/r/caliente-cab-mexican-cafe-new-york,30.0,,37.0,,31.0
https://www.opentable.com/r/sushi-ginza-onodera-new-york,6.0,,,,
https://www.opentable.com/r/piacere-new-york,0.0,1.0,4.0,4.0,4.0
https://www.opentable.com/r/seamores-nolita-new-york,11.0,,16.0,16.0,26.0
https://www.opentable.com/r/haymaker-bar-and-kitchen-new-york,4.0,,5.0,4.0,
https://www.opentable.com/r/westville-east-village-new-york,28.0,,32.0,37.0,29.0
https://www.opentable.com/r/luzzos-la-pizza-napoletana-new-york,2.0,,4.0,3.0,3.0
https://www.opentable.com/r/the-meatball-shop-ues-new-york,13.0,,14.0,13.0,15.0
https://www.opentable.com/r/casa-bella-restaurant-new-york,5.0,,3.0,1.0,5.0
https://www.opentable.com/r/don-giovannis-chelsea,0.0,,2.0,1.0,1.0
https://www.opentable.com/r/tortaria-new-york,8.0,,10.0,16.0,14.0
https://www.opentable.com/r/baby-brasa-new-york,28.0,25.0,33.0,38.0,37.0
https://www.opentable.com/r/turkish-cuisine-new-york,2.0,,2.0,2.0,2.0
https://www.opentable.com/r/jadis-new-york,1.0,,9.0,10.0,
https://www.opentable.com/r/campagnola-new-york,17.0,,22.0,25.0,
https://www.opentable.com/r/la-caverna-new-york,6.0,,12.0,12.0,13.0
https://www.opentable.com/r/miramar-new-york,19.0,,17.0,,
https://www.opentable.com/r/emporium-brasil-restaurant-and-bar-new-york,1.0,,2.0,3.0,7.0
https://www.opentable.com/r/pietros-new-york,10.0,,17.0,,
https://www.opentable.com/r/piccolo-angolo-new-york,11.0,,18.0,8.0,13.0
https://www.opentable.com/r/tre-sorelle-new-york,1.0,,2.0,1.0,1.0
https://www.opentable.com/r/san-matteo-pizzeria-e-cucina-new-york,18.0,,14.0,13.0,16.0
https://www.opentable.com/r/bocaphe-new-york-city,6.0,,14.0,12.0,8.0
https://www.opentable.com/r/the-smith-nomad-new-york,183.0,,201.0,218.0,220.0
https://www.opentable.com/toscana-49,10.0,,12.0,,12.0
https://www.opentable.com/sushi-dojo,11.0,18.0,15.0,17.0,17.0
https://www.opentable.com/paesano-of-mulberry-street,31.0,,21.0,,19.0
https://www.opentable.com/r/tarallucci-e-vino-east-village-new-york1,6.0,4.0,4.0,13.0,10.0
https://www.opentable.com/r/brooklyn-diner-new-york,11.0,,7.0,3.0,
https://www.opentable.com/san-carlo-osteria-piemonte,17.0,10.0,21.0,22.0,30.0
https://www.opentable.com/under-the-bridge,4.0,4.0,6.0,3.0,4.0
https://www.opentable.com/r/gnoccheria-east-village,13.0,,13.0,9.0,14.0
https://www.opentable.com/maxwells-central-park,8.0,1.0,6.0,,
https://www.opentable.com/indian-accent,29.0,,,29.0,
https://www.opentable.com/r/double-zero-new-york,26.0,14.0,19.0,21.0,28.0
https://www.opentable.com/empire-steak-house-east,35.0,,36.0,57.0,52.0
https://www.opentable.com/elmo,22.0,,33.0,26.0,41.0
https://www.opentable.com/r/sushi-seki-times-square-new-york,10.0,,14.0,10.0,11.0
