name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening
Seamore's Brookfield Place restaurant,https://www.opentable.com/r/seamores-brookfield-place-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,184 Reviews,4.4,4.4,4.2,4.3,4.0,Moderate,89,Battery Park,"Seafood, American, Comfort Food",Casual Dining,Business Casual,Rob Eggleston,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Seafood,1,1,1,1
Aroma Trattoria restaurant,https://www.opentable.com/r/aroma-trattoria-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,132 Reviews,4.5,4.5,4.6,4.3,4.3,Moderate,91,Midtown West,Italian,Casual Dining,Casual Dress,,"Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1
Valerie restaurant,https://www.opentable.com/r/valerie-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,456 Reviews,4.6,4.6,4.6,4.7,4.4,Moderate,97,Midtown West,"American, Contemporary American, Cocktail Bar",Casual Elegant,Casual Dress,Darren Pettigrew,"Bar/Lounge, Beer, Cocktails, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1
Il Mulino Prime - Gramercy restaurant,https://www.opentable.com/r/il-mulino-prime-gramercy-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,164 Reviews,4.6,4.6,4.7,4.5,4.2,Moderate,100,Gramercy / Flatiron,Italian,Fine Dining,Business Casual,Michele Mazza,"Beer, Cocktails, Corkage Fee, Full Bar, Outdoor dining, Takeout, Wine",Italian,1,1,1,1
Izakaya Juraku restaurant,https://www.opentable.com/r/izakaya-juraku-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,13 Reviews,4.6,4.6,4.6,4.3,4.4,Moderate,100,Lower East Side,"Japanese, Asian, Ramen",Casual Dining,Casual Dress,Kiyomizu Darner,"Banquet, Beer, Corkage Fee, Delivery, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Japanese,1,1,1,1
Hortus NYC restaurant,https://www.opentable.com/r/hortus-nyc-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,69 Reviews,4.6,4.6,4.4,4.5,4.1,Moderate,100,NoMad,"Contemporary Asian, Contemporary American, Korean",Casual Dining,Casual Dress,Lenny Moon,"Beer, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Gender Neutral Restroom, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, Wine",Contemporary Asian,1,1,1,0
Elea restaurant,https://www.opentable.com/r/elea-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,654 Reviews,4.8,4.7,4.6,4.6,4.3,Moderate,95,Upper West Side,"Greek, Mediterranean",Casual Elegant,Smart Casual,Moschos Akis Tzanakakis,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Greek,1,0,1,1
Osteria 106 restaurant,https://www.opentable.com/r/osteria-106-new-york-2?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,400 Reviews,4.8,4.8,4.7,4.7,4.6,Moderate,98,Upper West Side,Italian,Casual Elegant,Smart Casual,,"Beer, Corkage Fee, Delivery, Outdoor dining, Patio/Outdoor Dining, Takeout, Wine",Italian,,,,
The Wilson restaurant,https://www.opentable.com/r/the-wilson-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,101 Reviews,4.5,4.5,4.4,4.6,4.0,Moderate,50,NoMad,Unspecified,Casual Elegant,Smart Casual,Adrienne Guttieri- IGC Hospitality,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Unspecified,1,1,1,1
Kahlo NYC restaurant,https://www.opentable.com/r/kahlo-nyc-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,264 Reviews,4.8,4.7,4.8,4.7,4.5,Moderate,89,Chelsea,Mexican,Casual Dining,Business Casual,,"Corkage Fee, Delivery, Full Bar, Happy Hour, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access",Mexican,1,1,1,1
Brooklyn Chop House restaurant,https://www.opentable.com/r/brooklyn-chop-house-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,1492 Reviews,4.5,4.5,4.4,4.5,4.2,Moderate,88,Financial District,"Steakhouse, Chinese (Beijing)",Fine Dining,Casual Dress,Chef Skinny Mei ,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1
Zia Maria Little Italy restaurant,https://www.opentable.com/r/zia-maria-little-italy-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,59 Reviews,4.5,4.5,4.3,4.3,4.1,Moderate,100,Little Italy,"Italian, Mediterranean, Contemporary Italian",Casual Dining,Casual Dress,chef john ,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Dancing, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1
Bluebird London NYC restaurant,https://www.opentable.com/r/bluebird-london-restaurant-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,219 Reviews,4.3,4.2,4.4,4.5,4.0,Moderate,71,Columbus Circle,"British, American",Casual Elegant,Smart Casual,Christian Fischhuber ,"Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Entertainment, Full Bar, Gender Neutral Restroom, Happy Hour, High Tea, Late Night, Non-Smoking, Private Room, View, Weekend Brunch, Wheelchair Access, Wine",British,1,1,1,1
Castell Rooftop Lounge restaurant,https://www.opentable.com/r/castell-rooftop-lounge-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,225 Reviews,4.4,4.1,4.3,4.6,4.0,Moderate,89,Midtown West,Bar / Lounge / Bottle Service,Casual Elegant,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Fireplace, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, View, Wine",Bar / Lounge / Bottle Service,1,0,0,0
The Terrace at EDITION and Outdoor Gardens restaurant,https://www.opentable.com/r/the-terrace-at-the-edition-and-outdoor-gardens-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,431 Reviews,4.9,4.7,4.7,4.9,4.4,Quiet,100,Theater District / Times Square,American,Casual Elegant,Smart Casual,John Fraser,"Banquet, Bar/Lounge, Beer, Cocktails, Full Bar, Non-Smoking, Weekend Brunch, Wheelchair Access, Wine",American,,,,
Sushi Ryusei restaurant,https://www.opentable.com/r/sushi-ryusei-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,176 Reviews,4.9,4.8,4.7,4.6,4.5,Quiet,100,Murray Hill,"Sushi, Japanese, Fish",Fine Dining,Business Casual,Masato Oyama,"Beer, Corkage Fee, Delivery, Gender Neutral Restroom, Kosher, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Sushi,1,1,1,1
Sall Restaurant & Lounge restaurant,https://www.opentable.com/r/sall-restaurant-and-lounge-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,51 Reviews,2.9,2.9,2.9,2.9,2.8,Energetic,50,Hell's Kitchen,"Seafood, Bar / Lounge / Bottle Service, American",Casual Dining,Casual Dress,Carlos,"Banquet, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Seafood,,,,
Oak Tuscan Truffle Lounge restaurant,https://www.opentable.com/r/oak-tuscan-truffle-lounge-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,132 Reviews,4.7,4.6,4.8,4.9,4.4,Quiet,100,West Village,Italian,Casual Elegant,Casual Dress,Rudy Accornero,"Beer, Corkage Fee, Delivery, Takeout, Wine",Italian,,,,
BP Grille restaurant,https://www.opentable.com/r/bp-grille-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,No Reviews,,,,,,Moderate,,Battery Park,"American, Grill, Burgers",Casual Dining,Business Casual,,"Banquet, Bar Dining, Beer, Delivery, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Wheelchair Access, Wi-Fi available, Wine",American,,,,
Cardoncello diVino restaurant,https://www.opentable.com/r/cardoncello-divino-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,317 Reviews,4.9,5.0,4.9,4.9,4.8,Moderate,95,NoMad,Italian,Casual Dining,Casual Dress,Gianni  Palazzo,"Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1
Barnea Bistro restaurant,https://www.opentable.com/r/barnea-bistro-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,355 Reviews,4.7,4.7,4.7,4.7,4.3,Moderate,95,Midtown East,"Kosher, Contemporary French",Fine Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Gender Neutral Restroom, Kosher, Non-Smoking, Patio/Outdoor Dining, Private Room, Wheelchair Access, Wine",Kosher,,,,
Angeletto Restaurant restaurant,https://www.opentable.com/r/angeletto-restaurant-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,185 Reviews,4.7,4.7,4.7,4.8,4.6,Moderate,100,Midtown East,Italian,Casual Dining,Business Casual,Davide Shyti,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1
Haswell Green's restaurant,https://www.opentable.com/r/haswell-greens-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,201 Reviews,4.8,4.6,4.7,4.8,4.7,Moderate,100,Theater District / Times Square,"American, Gastro Pub, Bar / Lounge / Bottle Service",Casual Dining,Business Casual,Luis Lozada,"Bar/Lounge, Beer, Cocktails, Dancing, Delivery, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1
Saar Indian Bistro restaurant,https://www.opentable.com/r/saar-indian-bistro-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,235 Reviews,4.5,4.7,4.6,4.1,4.2,Moderate,100,Theater District / Times Square,Indian,Casual Dining,Casual Dress,Hemant Mathur & Surbhi Sahni,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Takeout, Wheelchair Access, Wine",Indian,,,,
Bua Thai Ramen & Robata Grill restaurant,https://www.opentable.com/r/bua-thai-ramen-and-robata-grill-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,81 Reviews,4.6,4.6,4.3,4.4,4.4,Moderate,80,Upper East Side,"Unspecified, Thai",Casual Dining,Casual Dress,,"Beer, Cocktails, Full Bar, Gluten-free Menu, Wine",Unspecified,,,,
The Leroy House restaurant,https://www.opentable.com/r/the-leroy-house-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,380 Reviews,4.7,4.6,4.6,4.7,4.3,Moderate,94,West Village,American,Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",American,1,0,0,1
Scampi restaurant,https://www.opentable.com/r/scampi-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,196 Reviews,4.7,4.6,4.6,4.6,4.3,Moderate,100,Gramercy / Flatiron,"Italian, Farm-to-table",Casual Elegant,Smart Casual,PJ Calapa,"Bar/Lounge, Beer, Chef's Table, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Italian,1,1,1,1
The Harrow restaurant,https://www.opentable.com/r/the-harrow-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,205 Reviews,4.7,4.6,4.8,4.8,4.5,Moderate,100,Hell's Kitchen,"American, Mediterranean, Contemporary American",Casual Elegant,Smart Casual,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1
Javelina - UES restaurant,https://www.opentable.com/r/javelina-ues-new-york?corrid=5e98aa40-a052-49c5-831f-4ca87fa5703d&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,81 Reviews,4.6,4.5,4.3,4.2,4.3,Moderate,73,Upper East Side,"Tex-Mex, Mexican, Southwest",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Tex-Mex,1,1,1,1
