name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening
Mama Mia - 44sw restaurant,https://www.opentable.com/mama-mia-44sw?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,892 Reviews,4.4,4.3,4.3,4.2,4.1,Moderate,86,Hell's Kitchen,"Italian, Contemporary Italian",Casual Dining,Casual Dress,Mama (Anna),"Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,,,,
Barbalu restaurant,https://www.opentable.com/r/barbalu-new-york?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,394 Reviews,4.5,4.5,4.3,4.3,4.2,Moderate,96,South Street Seaport,Italian,Fine Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1
Amarone restaurant,https://www.opentable.com/r/amarone-new-york?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,976 Reviews,4.5,4.5,4.5,4.4,4.4,Quiet,100,Hell's Kitchen,"Italian, Steak, Seafood",Casual Dining,Casual Dress,,"Bar Dining, Beer, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Italian,,,,
Frida Midtown restaurant,https://www.opentable.com/r/frida-midtown?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,4 Reviews,4.8,4.8,4.8,4.6,4.5,Moderate,100,Midtown East,"Mexican, Peruvian, Cuban",Casual Elegant,Business Casual,Chef Cruz,"Banquet, Bar/Lounge, Beer, BYO Wine, Chef's Table, Cocktails, Corkage Fee, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1
Amaranth restaurant,https://www.opentable.com/amaranth?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,643 Reviews,4.6,4.7,4.5,4.6,4.2,Moderate,93,Upper East Side,Mediterranean,Casual Dining,Business Casual,,"Outdoor dining, Patio/Outdoor Dining, Weekend Brunch",Mediterranean,,,,
Brunetti Pizza - West Village restaurant,https://www.opentable.com/r/brunetti-pizza-west-village-new-york?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,408 Reviews,4.7,4.7,4.6,4.4,4.5,Moderate,100,West Village,"Pizzeria, Italian, Wine Bar",Casual Dining,Casual Dress,,"Beer, Beer Garden, Counter Seating, Delivery, Gluten-free Menu, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, Wine",Pizzeria,1,1,1,1
Mamasita Bar & Grill restaurant,https://www.opentable.com/mamasita-bar-and-grill?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,239 Reviews,4.5,4.5,4.6,4.3,4.2,Moderate,100,Hell's Kitchen,Mexican,Casual Dining,Casual Dress,Pk & Luis Lopez,"Beer, Cafe, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Takeout, Weekend Brunch",Mexican,,,,
Empire Steakhouse - 237 West 54 Street off of Broadway restaurant,https://www.opentable.com/r/empire-steakhouse-237-west-54-street-off-of-broadway-new-york?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,1045 Reviews,4.6,4.6,4.7,4.4,4.2,Moderate,75,Midtown West,"Steakhouse, American, Seafood",Fine Dining,Business Casual,Jack Sinanaj,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1
Reserve Cut restaurant,https://www.opentable.com/r/reserve-cut-new-york?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,848 Reviews,4.7,4.6,4.7,4.7,4.2,Moderate,92,Financial District,"Contemporary American, Steakhouse, Kosher",Fine Dining,Business Casual,Michael Sullivan,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Kosher, Late Night, Non-Smoking, Private Room, Takeout, View, Wheelchair Access, Wine",Contemporary American,1,1,1,1
Pippali restaurant,https://www.opentable.com/pippali?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,451 Reviews,4.4,4.4,4.5,4.2,4.3,Quiet,67,Gramercy / Flatiron,"Contemporary Indian, Indian",Casual Elegant,Business Casual,Peter Beck,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Non-Smoking, Takeout, Weekend Brunch, Wine",Contemporary Indian,1,1,1,1
Cibo e Vino restaurant,https://www.opentable.com/cibo-e-vino?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,505 Reviews,4.6,4.6,4.6,4.6,4.3,Moderate,100,Upper West Side,"Italian, Mediterranean",Casual Dining,Casual Dress,,"Bar/Lounge, Cocktails, Full Bar, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1
Fogo de Chao - New York restaurant,https://www.opentable.com/r/fogo-de-chao-brazilian-steakhouse-new-york?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,3055 Reviews,4.6,4.7,4.5,4.6,4.3,Moderate,93,Midtown West,"Brazilian Steakhouse, Steakhouse",Casual Elegant,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Brazilian Steakhouse,1,1,1,1
Antica (Ancora) restaurant,https://www.opentable.com/antica-ancora?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,407 Reviews,4.7,4.6,4.8,4.6,4.4,Quiet,100,Financial District,Italian,Casual Dining,Business Casual,Luis Barezi.,"Banquet, Beer, Cocktails, Corkage Fee, Full Bar, Gluten-free Menu, Outdoor dining, Private Room, Wheelchair Access, Wine",Italian,1,1,1,1
Death Ave. restaurant,https://www.opentable.com/r/death-ave-restaurant-and-brewing-co-new-york?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,462 Reviews,4.2,4.0,3.8,4.0,3.8,Quiet,50,Chelsea,"American, Greek, Brewery",Casual Elegant,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",American,,,,
Gabriel's Bar & Restaurant restaurant,https://www.opentable.com/r/gabriels-bar-and-restaurant-new-york?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,1072 Reviews,4.9,4.8,4.9,4.8,4.6,Moderate,100,Columbus Circle,Italian,Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Full Bar, Gender Neutral Restroom, Late Night, Non-Smoking, Outdoor dining, Private Room, Wheelchair Access, Wine",Italian,,,,
Westville Hudson restaurant,https://www.opentable.com/westville-hudson?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,644 Reviews,4.6,4.6,4.6,4.4,4.5,Moderate,90,SoHo,"Comfort Food, American",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Comfort Food,1,1,1,1
Barawine restaurant,https://www.opentable.com/barawine?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,464 Reviews,4.7,4.6,4.5,4.5,4.4,Moderate,100,Harlem,French,Casual Elegant,Smart Casual,Gabriel Perez,"Bar Dining, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Outdoor Smoking Area, Weekend Brunch, Wheelchair Access, Wine",French,,,,
The Odeon restaurant,https://www.opentable.com/the-odeon?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,2505 Reviews,4.8,4.7,4.7,4.7,4.3,Moderate,96,TriBeCa - Downtown,"French, American",Casual Elegant,Casual Dress,Andy Xu,"Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",French,1,0,0,1
The Clam restaurant,https://www.opentable.com/the-clam?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,1199 Reviews,4.7,4.6,4.5,4.5,4.2,Moderate,95,West Village,"American, Seafood, Shellfish",Casual Elegant,Smart Casual,Chef Mike Price ,"Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wine",American,1,1,0,1
Cafe Cluny restaurant,https://www.opentable.com/cafe-cluny?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,1545 Reviews,4.8,4.7,4.7,4.7,4.3,Moderate,91,West Village,"French, American",Casual Elegant,Casual Dress,Andy Xu,"Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1
The East Pole - Kitchen and Bar restaurant,https://www.opentable.com/r/the-east-pole-kitchen-and-bar-new-york?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,1126 Reviews,4.6,4.6,4.5,4.6,4.1,Moderate,94,Upper East Side,American,Casual Elegant,Business Casual,,"Banquet, Bar Dining, Bar/Lounge, Beer, Cafe, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Private Room, Wine",American,,,,
Pomodoro Rosso restaurant,https://www.opentable.com/r/pomodoro-rosso-new-york?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,1311 Reviews,4.7,4.6,4.6,4.5,4.4,Moderate,100,Upper West Side,Italian,Casual Dining,Casual Dress,,"Beer, Delivery, Full Bar, Outdoor dining, Takeout, Wine",Italian,,,,
Khe-Yo restaurant,https://www.opentable.com/r/khe-yo-new-york-3?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,1096 Reviews,4.5,4.5,4.3,4.4,4.0,Moderate,91,TriBeCa - Downtown,"Laotian, Thai, Southeast Asian",Casual Elegant,Smart Casual,Soulayphet Schwader,"Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Laotian,1,1,1,1
La Brochette Kosher Steakhouse restaurant,https://www.opentable.com/la-brochette-kosher-steakhouse?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$50 and over,109 Reviews,4.6,4.7,4.8,4.6,4.1,Moderate,100,Midtown East,"Kosher, Steakhouse, Sushi",Fine Dining,Business Casual,,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Entertainment, Full Bar, Kosher, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Kosher,1,1,1,1
Bill's Bar & Burger Downtown restaurant,https://www.opentable.com/bills-bar-and-burger-downtown?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,316 Reviews,4.2,4.0,3.9,3.8,3.8,Quiet,50,Battery Park,"Burgers, Bar / Lounge / Bottle Service, Unspecified",Casual Dining,Casual Dress,Michael Vignola,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Counter Seating, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Burgers,1,1,0,1
Morton's The Steakhouse - World Trade Center restaurant,https://www.opentable.com/r/mortons-the-steakhouse-world-trade-center-new-york?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,826 Reviews,4.7,4.7,4.8,4.6,4.5,Moderate,98,Financial District,"Steakhouse, American, Seafood",Fine Dining,Business Casual,Dan Drucker,"Banquet, Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1
Amber West Village restaurant,https://www.opentable.com/amber-west-village?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,170 Reviews,4.7,4.7,4.5,4.3,4.5,Moderate,100,West Village,"Sushi, Japanese, Asian",Casual Dining,Casual Dress,,,Sushi,,,,
Sel et Poivre Restaurant restaurant,https://www.opentable.com/sel-et-poivre-restaurant?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,538 Reviews,4.6,4.4,4.6,4.3,4.5,Moderate,94,Upper East Side,"French, American, Wild Game",Casual Elegant,Smart Casual,Christian Schienle,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,,,,
Jean Claude 2 restaurant,https://www.opentable.com/jean-claude-2?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,816 Reviews,4.5,4.5,4.5,4.4,4.4,Moderate,96,Upper East Side,French,Casual Dining,Smart Casual,,,French,,,,
Anassa Taverna restaurant,https://www.opentable.com/anassa-taverna?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,1313 Reviews,4.5,4.6,4.3,4.4,4.2,Moderate,95,Upper East Side,"Greek, Mediterranean, Seafood",Casual Dining,Casual Dress,,"Bar Dining, Corkage Fee, Delivery, Full Bar, Non-Smoking, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Greek,,,,
Lafayette restaurant,https://www.opentable.com/lafayette?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,2856 Reviews,4.7,4.5,4.6,4.7,4.2,Moderate,100,NoHo,"French, Contemporary French, Café",Casual Elegant,Smart Casual,Andrew Carmellini,"Banquet, Bar Dining, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",French,,,,
The Boil restaurant,https://www.opentable.com/the-boil?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,634 Reviews,4.6,4.7,4.4,4.2,4.4,Moderate,91,Lower East Side,Seafood,Casual Dining,Casual Dress,,"Beer, Cocktails, Counter Seating, Full Bar, Happy Hour, Non-Smoking, Takeout, Wheelchair Access, Wine",Seafood,1,1,1,1
Pergola restaurant,https://www.opentable.com/pergola?corrid=ff10692a-5b5d-4279-b394-c1ed14d941d5&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjoxLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,526 Reviews,4.6,4.6,4.4,4.7,4.4,Moderate,88,Chelsea,Mediterranean,Casual Elegant,Smart Casual,Nestor Moina,"Banquet, Bar/Lounge, Beer, Cocktails, Dancing, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Private Room, Takeout, Wheelchair Access, Wine",Mediterranean,1,1,1,1
