url,earliest
https://www.opentable.com/r/gyu-kaku-times-square-new-york,3/29/2012
https://www.opentable.com/teds-montana-grill-nyc,1/28/2012
https://www.opentable.com/sparks-steak-house,1/10/2012
https://www.opentable.com/fuji-sushi,1/28/2012
https://www.opentable.com/wolfgangs-steak-house-times-square,12/28/2011
https://www.opentable.com/azalea,7/3/2015
https://www.opentable.com/sushi-yasaka,1/12/2012
https://www.opentable.com/asuka-sushi,1/13/2012
https://www.opentable.com/r/stk-nyc-midtown-new-york,12/27/2011
https://www.opentable.com/r/pera-soho-new-york,12/17/2011
https://www.opentable.com/r/san-marino-restaurant-soho-new-york,12/21/2011
https://www.opentable.com/connollys-pub-and-restaurant-45th,12/24/2011
https://www.opentable.com/valbella-midtown,12/10/2011
https://www.opentable.com/kajitsu,4/18/2009
https://www.opentable.com/noche-mexicana,1/19/2012
https://www.opentable.com/the-smith-midtown,11/12/2011
https://www.opentable.com/r/merchants-river-house-new-york,9/25/2010
https://www.opentable.com/odonoghues-bar-and-restaurant,11/24/2011
https://www.opentable.com/coppolas-east-restaurant,11/10/2011
https://www.opentable.com/r/stk-nyc-meatpacking-new-york,7/11/2011
https://www.opentable.com/vinotapa,7/24/2013
https://www.opentable.com/r/bar-italia-new-york,11/5/2011
https://www.opentable.com/da-tommaso-nyc,11/3/2011
https://www.opentable.com/mulligans-pub,4/24/2013
https://www.opentable.com/catch-new-york,10/4/2011
https://www.opentable.com/mediterraneo-new-york,10/19/2011
https://www.opentable.com/eleven-b,9/16/2011
https://www.opentable.com/the-greek-kitchen,9/16/2011
https://www.opentable.com/markjoseph-steakhouse,9/10/2011
https://www.opentable.com/il-mulino-new-york,8/31/2011
https://www.opentable.com/august-restaurant,1/23/2015
https://www.opentable.com/barbaresco-new-york,7/23/2011
https://www.opentable.com/eats,6/21/2011
https://www.opentable.com/rossinis-restaurant,6/21/2011
https://www.opentable.com/r/casa-nonna-midtown-new-york,6/15/2011
https://www.opentable.com/r/bread-and-tulips-new-york,7/2/2011
https://www.opentable.com/r/max-tribeca-new-york,5/26/2012
https://www.opentable.com/nai-tapas,6/30/2011
https://www.opentable.com/r/medi-wine-bar-and-restaurant-new-york,5/14/2011
https://www.opentable.com/hardings-new-york,6/8/2011
https://www.opentable.com/r/serra-by-birreria-new-york,1/8/2015
https://www.opentable.com/r/antalia-new-york,5/6/2011
https://www.opentable.com/lasagna-restaurant-chelsea,5/13/2011
https://www.opentable.com/r/bettola-new-york,5/11/2011
https://www.opentable.com/r/pierre-loti-union-square-new-york,5/25/2011
https://www.opentable.com/la-mela,3/16/2011
https://www.opentable.com/r/socarrat-paella-bar-chelsea-new-york,3/10/2011
https://www.opentable.com/la-ripaille,3/11/2011
https://www.opentable.com/sfoglia,3/5/2011
https://www.opentable.com/cipriani-downtown,3/4/2011
https://www.opentable.com/r/baker-and-co-nyc,10/19/2016
https://www.opentable.com/r/hi-life-restaurant-new-york,2/14/2011
https://www.opentable.com/obao,2/10/2011
https://www.opentable.com/r/socarrat-paella-bar-nolita-new-york,2/11/2011
https://www.opentable.com/bills-bar-and-burger,1/21/2011
