name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening,newly_added,precautions,any_precautions,earliest,days,reviews_per_day
Mama Mia - 44sw,https://www.opentable.com/mama-mia-44sw,1,False,1,892,4.4,4.3,4.3,4.2,4.1,Moderate,86.0,Hell's Kitchen,"Italian, Contemporary Italian",Casual Dining,Casual Dress,Mama (Anna),"Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,4/26/2014,2647.0,0.33698526633925197
Barbalu,https://www.opentable.com/r/barbalu-new-york,1,False,1,394,4.5,4.5,4.3,4.3,4.2,Moderate,96.0,South Street Seaport,Italian,Fine Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,4/4/2014,2669.0,0.1476208317721993
Amarone,https://www.opentable.com/r/amarone-new-york,1,False,2,976,4.5,4.5,4.5,4.4,4.4,Quiet,100.0,Hell's Kitchen,"Italian, Steak, Seafood",Casual Dining,Casual Dress,,"Bar Dining, Beer, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Takeout, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,3/14/2014,2690.0,0.36282527881040894
Frida Midtown,https://www.opentable.com/r/frida-midtown,1,False,2,4,4.8,4.8,4.8,4.6,4.5,Moderate,100.0,Midtown East,"Mexican, Peruvian, Cuban",Casual Elegant,Business Casual,Chef Cruz,"Banquet, Bar/Lounge, Beer, BYO Wine, Chef's Table, Cocktails, Corkage Fee, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Outdoor dining, Outdoor Smoking Area, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Mexican,1,1,1,1,False,4,True,7/3/2021,22.0,0.18181818181818182
Amaranth,https://www.opentable.com/amaranth,1,False,1,643,4.6,4.7,4.5,4.6,4.2,Moderate,93.0,Upper East Side,Mediterranean,Casual Dining,Business Casual,,"Outdoor dining, Patio/Outdoor Dining, Weekend Brunch",Mediterranean,0,0,0,0,False,0,False,3/13/2014,2691.0,0.23894463024897808
Brunetti Pizza - West Village,https://www.opentable.com/r/brunetti-pizza-west-village-new-york,1,False,1,408,4.7,4.7,4.6,4.4,4.5,Moderate,100.0,West Village,"Pizzeria, Italian, Wine Bar",Casual Dining,Casual Dress,,"Beer, Beer Garden, Counter Seating, Delivery, Gluten-free Menu, Happy Hour, Outdoor dining, Patio/Outdoor Dining, Takeout, Wine",Pizzeria,1,1,1,1,False,4,True,3/5/2014,2699.0,0.15116709892552796
Mamasita Bar & Grill,https://www.opentable.com/mamasita-bar-and-grill,1,False,1,239,4.5,4.5,4.6,4.3,4.2,Moderate,100.0,Hell's Kitchen,Mexican,Casual Dining,Casual Dress,Pk & Luis Lopez,"Beer, Cafe, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Takeout, Weekend Brunch",Mexican,0,0,0,0,False,0,False,1/19/2014,2744.0,0.08709912536443148
Empire Steakhouse - 237 West 54 Street off of Broadway,https://www.opentable.com/r/empire-steakhouse-237-west-54-street-off-of-broadway-new-york,1,False,3,1045,4.6,4.6,4.7,4.4,4.2,Moderate,75.0,Midtown West,"Steakhouse, American, Seafood",Fine Dining,Business Casual,Jack Sinanaj,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,False,4,True,12/21/2013,2773.0,0.3768481788676524
Reserve Cut,https://www.opentable.com/r/reserve-cut-new-york,1,False,3,848,4.7,4.6,4.7,4.7,4.2,Moderate,92.0,Financial District,"Contemporary American, Steakhouse, Kosher",Fine Dining,Business Casual,Michael Sullivan,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Kosher, Late Night, Non-Smoking, Private Room, Takeout, View, Wheelchair Access, Wine",Contemporary American,1,1,1,1,False,4,True,12/9/2013,2785.0,0.3044883303411131
Pippali,https://www.opentable.com/pippali,1,False,1,451,4.4,4.4,4.5,4.2,4.3,Quiet,67.0,Gramercy / Flatiron,"Contemporary Indian, Indian",Casual Elegant,Business Casual,Peter Beck,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Non-Smoking, Takeout, Weekend Brunch, Wine",Contemporary Indian,1,1,1,1,False,4,True,12/7/2013,2787.0,0.16182274847506278
Cibo e Vino,https://www.opentable.com/cibo-e-vino,1,False,2,505,4.6,4.6,4.6,4.6,4.3,Moderate,100.0,Upper West Side,"Italian, Mediterranean",Casual Dining,Casual Dress,,"Bar/Lounge, Cocktails, Full Bar, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,12/4/2013,2790.0,0.18100358422939067
Fogo de Chao - New York,https://www.opentable.com/r/fogo-de-chao-brazilian-steakhouse-new-york,1,False,3,3055,4.6,4.7,4.5,4.6,4.3,Moderate,93.0,Midtown West,"Brazilian Steakhouse, Steakhouse",Casual Elegant,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Brazilian Steakhouse,1,1,1,1,False,4,True,12/19/2013,2775.0,1.100900900900901
Antica (Ancora),https://www.opentable.com/antica-ancora,1,False,1,407,4.7,4.6,4.8,4.6,4.4,Quiet,100.0,Financial District,Italian,Casual Dining,Business Casual,Luis Barezi.,"Banquet, Beer, Cocktails, Corkage Fee, Full Bar, Gluten-free Menu, Outdoor dining, Private Room, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,1/17/2014,2746.0,0.14821558630735615
Death Ave.,https://www.opentable.com/r/death-ave-restaurant-and-brewing-co-new-york,1,False,2,462,4.2,4.0,3.8,4.0,3.8,Quiet,50.0,Chelsea,"American, Greek, Brewery",Casual Elegant,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,11/25/2014,2434.0,0.18981101068200493
Gabriel's Bar & Restaurant,https://www.opentable.com/r/gabriels-bar-and-restaurant-new-york,1,False,3,1072,4.9,4.8,4.9,4.8,4.6,Moderate,100.0,Columbus Circle,Italian,Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Full Bar, Gender Neutral Restroom, Late Night, Non-Smoking, Outdoor dining, Private Room, Wheelchair Access, Wine",Italian,0,0,0,0,False,0,False,10/29/2013,2826.0,0.37933474876150036
Westville Hudson,https://www.opentable.com/westville-hudson,1,False,1,644,4.6,4.6,4.6,4.4,4.5,Moderate,90.0,SoHo,"Comfort Food, American",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Comfort Food,1,1,1,1,False,4,True,11/1/2013,2823.0,0.22812610697839178
Barawine,https://www.opentable.com/barawine,1,False,1,464,4.7,4.6,4.5,4.5,4.4,Moderate,100.0,Harlem,French,Casual Elegant,Smart Casual,Gabriel Perez,"Bar Dining, Bar/Lounge, Beer, BYO Wine, Cocktails, Corkage Fee, Counter Seating, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Outdoor Smoking Area, Weekend Brunch, Wheelchair Access, Wine",French,0,0,0,0,False,0,False,10/26/2013,2829.0,0.16401555319901026
The Odeon,https://www.opentable.com/the-odeon,1,False,2,2505,4.8,4.7,4.7,4.7,4.3,Moderate,96.0,TriBeCa - Downtown,"French, American",Casual Elegant,Casual Dress,Andy Xu,"Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Non-Smoking, Outdoor dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",French,1,0,0,1,False,2,True,2/14/2006,5640.0,0.4441489361702128
The Clam,https://www.opentable.com/the-clam,1,False,2,1199,4.7,4.6,4.5,4.5,4.2,Moderate,95.0,West Village,"American, Seafood, Shellfish",Casual Elegant,Smart Casual,Chef Mike Price ,"Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wine",American,1,1,0,1,False,3,True,1/31/2014,2732.0,0.43887262079062955
Cafe Cluny,https://www.opentable.com/cafe-cluny,1,False,2,1545,4.8,4.7,4.7,4.7,4.3,Moderate,91.0,West Village,"French, American",Casual Elegant,Casual Dress,Andy Xu,"Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,False,4,True,6/4/2007,5165.0,0.29912875121006777
The East Pole - Kitchen and Bar,https://www.opentable.com/r/the-east-pole-kitchen-and-bar-new-york,1,False,2,1126,4.6,4.6,4.5,4.6,4.1,Moderate,94.0,Upper East Side,American,Casual Elegant,Business Casual,,"Banquet, Bar Dining, Bar/Lounge, Beer, Cafe, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Private Room, Wine",American,0,0,0,0,False,0,False,8/27/2013,2889.0,0.38975424022152994
Pomodoro Rosso,https://www.opentable.com/r/pomodoro-rosso-new-york,1,False,1,1311,4.7,4.6,4.6,4.5,4.4,Moderate,100.0,Upper West Side,Italian,Casual Dining,Casual Dress,,"Beer, Delivery, Full Bar, Outdoor dining, Takeout, Wine",Italian,0,0,0,0,False,0,False,8/14/2013,2902.0,0.45175740868366643
Khe-Yo,https://www.opentable.com/r/khe-yo-new-york-3,1,False,2,1096,4.5,4.5,4.3,4.4,4.0,Moderate,91.0,TriBeCa - Downtown,"Laotian, Thai, Southeast Asian",Casual Elegant,Smart Casual,Soulayphet Schwader,"Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Laotian,1,1,1,1,False,4,True,8/1/2013,2915.0,0.3759862778730703
La Brochette Kosher Steakhouse,https://www.opentable.com/la-brochette-kosher-steakhouse,1,False,3,109,4.6,4.7,4.8,4.6,4.1,Moderate,100.0,Midtown East,"Kosher, Steakhouse, Sushi",Fine Dining,Business Casual,,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Entertainment, Full Bar, Kosher, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Kosher,1,1,1,1,False,4,True,8/15/2013,2901.0,0.03757325060324026
Bill's Bar & Burger Downtown,https://www.opentable.com/bills-bar-and-burger-downtown,1,False,1,316,4.2,4.0,3.9,3.8,3.8,Quiet,50.0,Battery Park,"Burgers, Bar / Lounge / Bottle Service, Unspecified",Casual Dining,Casual Dress,Michael Vignola,"Banquet, Bar/Lounge, Beer, Cafe, Chef's Table, Cocktails, Counter Seating, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Burgers,1,1,0,1,False,3,True,7/22/2013,2925.0,0.10803418803418803
Morton's The Steakhouse - World Trade Center,https://www.opentable.com/r/mortons-the-steakhouse-world-trade-center-new-york,1,False,1,826,4.7,4.7,4.8,4.6,4.5,Moderate,98.0,Financial District,"Steakhouse, American, Seafood",Fine Dining,Business Casual,Dan Drucker,"Banquet, Bar/Lounge, Beer, Cocktails, Full Bar, Gluten-free Menu, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,False,4,True,7/11/2013,2936.0,0.28133514986376024
Amber West Village,https://www.opentable.com/amber-west-village,1,False,1,170,4.7,4.7,4.5,4.3,4.5,Moderate,100.0,West Village,"Sushi, Japanese, Asian",Casual Dining,Casual Dress,,,Sushi,0,0,0,0,False,0,False,7/6/2013,2941.0,0.057803468208092484
Sel et Poivre Restaurant,https://www.opentable.com/sel-et-poivre-restaurant,1,False,2,538,4.6,4.4,4.6,4.3,4.5,Moderate,94.0,Upper East Side,"French, American, Wild Game",Casual Elegant,Smart Casual,Christian Schienle,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Delivery, Full Bar, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,0,0,0,0,False,0,False,6/30/2013,2947.0,0.1825585341024771
Jean Claude 2,https://www.opentable.com/jean-claude-2,1,False,1,816,4.5,4.5,4.5,4.4,4.4,Moderate,96.0,Upper East Side,French,Casual Dining,Smart Casual,,,French,0,0,0,0,False,0,False,6/28/2013,2949.0,0.2767039674465921
Anassa Taverna,https://www.opentable.com/anassa-taverna,1,False,2,1313,4.5,4.6,4.3,4.4,4.2,Moderate,95.0,Upper East Side,"Greek, Mediterranean, Seafood",Casual Dining,Casual Dress,,"Bar Dining, Corkage Fee, Delivery, Full Bar, Non-Smoking, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Greek,0,0,0,0,False,0,False,5/31/2013,2977.0,0.4410480349344978
Lafayette,https://www.opentable.com/lafayette,1,False,2,2856,4.7,4.5,4.6,4.7,4.2,Moderate,100.0,NoHo,"French, Contemporary French, CafÃ©",Casual Elegant,Smart Casual,Andrew Carmellini,"Banquet, Bar Dining, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",French,0,0,0,0,False,0,False,4/30/2013,3008.0,0.949468085106383
The Boil,https://www.opentable.com/the-boil,1,False,1,634,4.6,4.7,4.4,4.2,4.4,Moderate,91.0,Lower East Side,Seafood,Casual Dining,Casual Dress,,"Beer, Cocktails, Counter Seating, Full Bar, Happy Hour, Non-Smoking, Takeout, Wheelchair Access, Wine",Seafood,1,1,1,1,False,4,True,12/23/2016,1675.0,0.37850746268656715
Pergola,https://www.opentable.com/pergola,1,False,1,526,4.6,4.6,4.4,4.7,4.4,Moderate,88.0,Chelsea,Mediterranean,Casual Elegant,Smart Casual,Nestor Moina,"Banquet, Bar/Lounge, Beer, Cocktails, Dancing, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Private Room, Takeout, Wheelchair Access, Wine",Mediterranean,1,1,1,1,False,4,True,1/10/2014,2753.0,0.1910642934980022
Delizia 92,https://www.opentable.com/delizia-92,1,False,1,79,4.4,4.4,4.3,4.2,4.5,Moderate,98.0,Yorkville,"Pizzeria, Italian",Casual Dining,Casual Dress,Alberto Tacuri,"Beer, Corkage Fee, Delivery, Entertainment, Gender Neutral Restroom, Non-Smoking, Takeout, Wine",Pizzeria,0,0,0,0,False,0,False,9/16/2013,2869.0,0.02753572673405368
La Bergamote - Hell's Kitchen,https://www.opentable.com/la-bergamote-hells-kitchen,1,False,1,123,4.1,4.2,3.8,3.8,3.9,Quiet,80.0,Hell's Kitchen,French,Casual Dining,Business Casual,Romain Lamaze,,French,0,0,0,0,False,0,False,4/12/2013,3026.0,0.04064771976206213
La Bergamote,https://www.opentable.com/la-bergamote,1,False,1,149,4.4,4.6,4.4,4.3,4.4,Quiet,80.0,Chelsea,French,Casual Dining,Casual Dress,,"Beer, Delivery, Gender Neutral Restroom, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1,False,4,True,4/13/2013,3025.0,0.04925619834710744
Pasta Lovers Trattoria,https://www.opentable.com/pasta-lovers-trattoria,1,False,1,826,4.6,4.6,4.7,4.6,4.6,Moderate,89.0,Midtown West,Italian,Casual Dining,Casual Dress,,"Banquet, Bar Dining, Bar/Lounge, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Takeout, Wine",Italian,0,0,0,0,False,0,False,5/18/2013,2990.0,0.2762541806020067
Society Cafe,https://www.opentable.com/r/society-cafe-new-york,1,False,2,424,4.7,4.6,4.5,4.7,4.3,Moderate,89.0,Greenwich Village,"American, Organic, Farm-to-table",Casual Elegant,Smart Casual,Manuel GonzÃ¡lez Charles,"Banquet, Bar/Lounge, Beer, Cafe, Cocktails, Corkage Fee, Counter Seating, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,12/2/2016,1696.0,0.25
The Liberty NYC,https://www.opentable.com/the-liberty-nyc,1,False,1,431,4.6,4.4,4.6,4.5,4.4,Moderate,93.0,Midtown East,"American, Cocktail Bar, Burgers",Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Beer Garden, Cocktails, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,3/7/2013,3062.0,0.14075767472240366
Serafina Always,https://www.opentable.com/r/serafina-always-grill-new-york,1,False,2,821,4.7,4.6,4.5,4.5,4.4,Moderate,92.0,Upper East Side,"Italian, Pizzeria",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wine",Italian,0,0,0,0,False,0,False,3/31/2013,3038.0,0.27024358130348913
Gallaghers Steakhouse - Manhattan,https://www.opentable.com/gallaghers-steakhouse-manhattan,1,False,3,9241,4.9,4.8,4.8,4.8,4.5,Moderate,98.0,Midtown West,"Steakhouse, Seafood, American",Casual Elegant,Smart Casual,Alan Ashkinaze,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Late Night, Non-Smoking, Private Room, Takeout, Wheelchair Access, Wine",Steakhouse,1,1,1,1,False,4,True,2/16/2013,3081.0,2.999350860110354
The Crosby Bar,https://www.opentable.com/the-crosby-bar,1,False,2,493,4.8,4.6,4.6,4.8,4.2,Quiet,96.0,SoHo,"American, International",Casual Elegant,Smart Casual,Ari Nieminen,"Bar/Lounge, Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Counter Seating, Full Bar, High Tea, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, View, Weekend Brunch, Wheelchair Access, Wine",American,1,1,1,1,False,4,True,2/14/2013,3083.0,0.15990917937074278
Joanne Trattoria,https://www.opentable.com/r/joanne-trattoria-new-york,1,False,2,2664,4.1,4.0,4.1,4.1,3.9,Moderate,70.0,Lincoln Square,"Italian, Home cooking, Comfort Food",Casual Dining,Casual Dress,Jorge Rustrian,"Banquet, Bar/Lounge, Beer, Chef's Table, Cocktails, Counter Seating, Delivery, Entertainment, Fireplace, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Private Room, Takeout, Weekend Brunch, Wine",Italian,1,1,1,0,False,3,True,1/26/2013,3102.0,0.8588007736943907
BXL ZOUTE,https://www.opentable.com/bxl-zoute,1,False,1,562,4.5,4.5,4.5,4.5,4.4,Moderate,100.0,Gramercy / Flatiron,Belgian,Casual Dining,Casual Dress,Claes Klaas,"Bar/Lounge, Beer, Cafe, Cocktails, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Belgian,1,1,1,1,False,4,True,1/11/2013,3117.0,0.1803015720243824
The Dutch,https://www.opentable.com/the-dutch,1,False,2,2870,4.6,4.5,4.4,4.5,4.0,Moderate,96.0,SoHo,"American, Oyster Bar, Contemporary American",Home Style,Smart Casual,Andrew Carmellini,"Banquet, Bar Dining, Bar/Lounge, Beer, Cocktails, Corkage Fee, Full Bar, Late Night, Non-Smoking, Private Room, Weekend Brunch, Wheelchair Access, Wine",American,0,0,0,0,False,0,False,1/6/2013,3122.0,0.9192825112107623
The Leopard at des Artistes,https://www.opentable.com/r/the-leopard-at-des-artistes-new-york,1,False,3,2219,4.7,4.6,4.7,4.8,4.1,Moderate,91.0,Upper West Side,Italian,Fine Dining,Business Casual,Jordan Frosolone,"Banquet, Bar/Lounge, Beer, Beer Garden, BYO Wine, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,1/5/2013,3123.0,0.7105347422350304
Malai Marke,https://www.opentable.com/r/malai-marke-new-york,1,False,1,261,4.3,4.4,4.0,3.6,4.5,Moderate,100.0,East Village,Indian,Casual Dining,Casual Dress,,"Beer, Counter Seating, Takeout, Wine",Indian,1,1,1,1,False,4,True,1/27/2013,3101.0,0.08416639793614963
Bocca Di Bacco (Chelsea - 20th St.),https://www.opentable.com/r/bocca-di-bacco-chelsea-20th-st-new-york,1,False,1,788,4.6,4.5,4.5,4.5,4.4,Moderate,92.0,Chelsea,Italian,Casual Dining,Smart Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Private Room, Weekend Brunch, Wheelchair Access, Wine",Italian,1,1,1,1,False,4,True,12/19/2012,3140.0,0.25095541401273885
Sea Fire Grill,https://www.opentable.com/sea-fire-grill,1,False,3,2558,4.8,4.7,4.8,4.8,4.3,Moderate,93.0,Midtown East,"Seafood, American, Steakhouse",Fine Dining,Business Casual,,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Delivery, Fireplace, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",Seafood,1,1,1,1,False,4,True,11/22/2012,3167.0,0.8077044521629302
Wa Jeal,https://www.opentable.com/wa-jeal,1,False,1,269,4.7,4.7,4.8,4.4,4.5,Moderate,88.0,Upper East Side,Chinese,Casual Dining,Casual Dress,,,Chinese,0,0,0,0,False,0,False,12/21/2012,3138.0,0.08572339069471001
Hancock St.,https://www.opentable.com/r/hancock-st-new-york,1,False,3,3,5.0,5.0,5.0,4.9,4.8,Moderate,,SoHo,"American, Bistro, Meat",Elegant Dining,Smart Casual,Ryan Schmidtberger,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Full Bar, Gluten-free Menu, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Wheelchair Access, Wine",American,1,1,1,0,False,3,True,6/12/2021,43.0,0.06976744186046512
Dulce Vida Latin Bistro,https://www.opentable.com/r/dulce-vida-latin-bistro-new-york,1,False,2,101,4.6,4.9,4.8,4.3,4.5,Quiet,100.0,Upper East Side,"Latin American, Bistro, South American",Casual Dining,Casual Dress,,"Beer, Cocktails, Corkage Fee, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Takeout, Weekend Brunch, Wheelchair Access, Wine",Latin American,0,0,0,0,False,0,False,11/2/2017,1361.0,0.07421013960323292
