name,url,is_member,promoted,price_tier,review_count,overall,food,service,ambience,value,noise,pct_recommended,neighborhood,cuisines,dining_style,dress_code,chef,tags,primary_cuisine,sanitizing,distancing,ppe,screening
BAAR BAAR restaurant,https://www.opentable.com/r/baar-baar-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,526 Reviews,4.5,4.6,4.3,4.5,4.2,Moderate,85,East Village,Contemporary Indian,Casual Dining,Business Casual,Sujan Sarkar,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Dancing, Entertainment, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Contemporary Indian,,,,
Doylers 37 NYC restaurant,https://www.opentable.com/r/doylers-37-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,17 Reviews,4.1,3.9,4.0,3.8,3.9,Quiet,81,Theater District / Times Square,"Irish, Gastro Pub",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Beer Garden, Chef's Table, Cocktails, Counter Seating, Full Bar, Gender Neutral Restroom, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Irish,,,,
Turkuaz - Midtown restaurant,https://www.opentable.com/r/turkuaz-restaurant-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
The Stinger Cocktail Bar and Kitchen restaurant,https://www.opentable.com/r/the-stinger-cocktail-bar-and-kitchen-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,21 Reviews,3.8,3.8,3.7,3.8,3.4,Moderate,56,Theater District / Times Square,"American, Lounge, Tapas / Small Plates",Casual Dining,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Fireplace, Full Bar, Late Night, Non-Smoking, Wheelchair Access, Wine",American,,,,
Thai72 restaurant,https://www.opentable.com/r/thai72-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,299 Reviews,4.6,4.6,4.5,4.3,4.4,Quiet,100,Upper West Side,Thai,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Counter Seating, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Takeout, Wheelchair Access, Wine",Thai,,,,
Dynasty Dim Sum restaurant,https://www.opentable.com/r/dynasty-dim-sum-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Calle Dao - Chelsea restaurant,https://www.opentable.com/r/calle-dao-chelsea-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Kiwi Cuba restaurant,https://www.opentable.com/r/kiwi-cuba-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,6 Reviews,4.7,4.2,4.7,4.4,4.4,Quiet,100,South Street Seaport,"American, Cuban, New Zealand",Casual Dining,Casual Dress,,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Dancing, Delivery, Entertainment, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",American,,,,
SoHo Park - Hell's Kitchen restaurant,https://www.opentable.com/r/soho-park-hells-kitchen-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,1033 Reviews,4.2,4.2,4.1,4.2,4.1,Quiet,91,Hell's Kitchen,"American, Breakfast, Burgers",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Beer Garden, Cafe, Cocktails, Counter Seating, Delivery, Full Bar, Happy Hour, Late Night, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",American,,,,
MIFUNE New York restaurant,https://www.opentable.com/r/mifune-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,385 Reviews,4.9,4.8,4.9,4.7,4.7,Moderate,94,Midtown East,"French / Japanese, Creative Japanese, Japanese Speciality",Casual Elegant,Smart Casual,"Chef Yuu Shimano, Chef Tomohiro Urata","Beer, Chef's Table, Cocktails, Corkage Fee, Counter Seating, Delivery, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Wheelchair Access, Wine",French / Japanese,1,1,1,1
Shochu and Tapas AYA restaurant,https://www.opentable.com/r/shochu-and-tapas-aya-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,14 Reviews,4.3,4.2,4.2,4.0,4.1,Moderate,67,Midtown East,"Tapas / Small Plates, Japanese, Italian",Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Full Bar, Happy Hour, Wine",Tapas / Small Plates,,,,
The Lobster Club restaurant,https://www.opentable.com/r/the-lobster-club-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Butcher and Banker NYC restaurant,https://www.opentable.com/r/butcher-and-banker-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,727 Reviews,4.6,4.6,4.7,4.6,4.3,Moderate,100,Midtown West,"Steakhouse, American, Steak",Casual Elegant,Business Casual,,,Steakhouse,1,1,1,1
Wok Wok - NYC restaurant,https://www.opentable.com/r/wok-wok-nyc-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Serafina 105 restaurant,https://www.opentable.com/r/serafina-105-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,209 Reviews,4.4,4.4,4.2,4.4,4.1,Moderate,86,Upper West Side,"Italian, Pizzeria, Contemporary Italian",Casual Dining,Casual Dress,,"Beer, BYO Wine, Cafe, Cocktails, Corkage Fee, Full Bar, Gluten-free Menu, Happy Hour, Late Night, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access, Wine",Italian,,,,
Mezzanine restaurant,https://www.opentable.com/r/mezzanine-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,7 Reviews,4.1,4.2,4.0,4.2,3.3,Quiet,89,SoHo,"Contemporary American, Contemporary French / American",Fine Dining,Jacket Preferred,,"Beer, Cocktails, Full Bar, Happy Hour, Non-Smoking, Private Room, Wheelchair Access, Wine",Contemporary American,,,,
Yves restaurant,https://www.opentable.com/r/yves-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,125 Reviews,4.5,4.4,4.4,4.5,4.2,Moderate,94,TriBeCa - Downtown,French,Casual Elegant,Casual Dress,Colleen Dalton,"Banquet, Bar/Lounge, Beer, Cocktails, Corkage Fee, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Gluten-free Menu, Happy Hour, Late Night, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, View, Weekend Brunch, Wheelchair Access, Wine",French,1,1,1,1
The Wild Son restaurant,https://www.opentable.com/r/the-wild-son-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Street Taco restaurant,https://www.opentable.com/r/street-taco-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
EDEN Local restaurant,https://www.opentable.com/r/eden-nyc-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Hyacinth's Haven restaurant,https://www.opentable.com/r/hyacinths-haven-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Renaissance Harlem restaurant,https://www.opentable.com/r/renaissance-harlem-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,187 Reviews,4.7,4.9,4.7,4.8,4.6,Moderate,100,Harlem,American,Casual Dining,Casual Dress,Chef Ali,"Bar Dining, Bar/Lounge, Happy Hour, Late Night, Outdoor dining, View, Weekend Brunch",American,,,,
abcV restaurant,https://www.opentable.com/r/abcv-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Hanoi House restaurant,https://www.opentable.com/r/hanoi-house-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Pig Bleecker restaurant,https://www.opentable.com/r/pig-bleecker-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
The Flower Shop restaurant,https://www.opentable.com/r/the-flower-shop-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Aria - West Village restaurant,https://www.opentable.com/r/aria-west-village-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$30 and under,22 Reviews,4.6,4.5,4.5,4.5,4.5,Moderate,100,West Village,Unspecified,Casual Dining,Business Casual,Roberto Passon,,Unspecified,,,,
The Meatball Shop - West Village restaurant,https://www.opentable.com/r/the-meatball-shop-west-village-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Ichimura restaurant,https://www.opentable.com/r/ichimura-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
sushi AMANE restaurant,https://www.opentable.com/r/sushi-amane-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
The Honeywell restaurant,https://www.opentable.com/r/the-honeywell-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Sushi Zo Midtown restaurant,https://www.opentable.com/r/sushi-zo-midtown-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Sushi Ishikawa restaurant,https://www.opentable.com/r/sushi-ishikawa-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Té restaurant,https://www.opentable.com/r/te-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
La Pecora Bianca - Midtown restaurant,https://www.opentable.com/r/la-pecora-bianca-midtown-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Seamore's - Chelsea restaurant,https://www.opentable.com/r/seamores-chelsea-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,360 Reviews,4.7,4.6,4.5,4.4,4.3,Moderate,94,Chelsea,Seafood,Casual Dining,Casual Dress,,"Bar/Lounge, Beer, Cocktails, Delivery, Full Bar, Gluten-free Menu, Happy Hour, Non-Smoking, Outdoor dining, Patio/Outdoor Dining, Private Room, Takeout, Weekend Brunch, Wheelchair Access, Wine",Seafood,1,1,1,1
Kings of Kobe restaurant,https://www.opentable.com/r/kings-of-kobe-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
The Spotted Cheetah restaurant,https://www.opentable.com/r/the-spotted-cheetah-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Sushi Katsuei West Village restaurant,https://www.opentable.com/r/sushi-katsuei-west-village-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Kurant Wine Bar & Kitchen restaurant,https://www.opentable.com/r/kurant-wine-bar-and-kitchen-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Tastings Social Presents GAUDIr restaurant,https://www.opentable.com/r/tastings-social-presents-gaudir-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Very Thai restaurant,https://www.opentable.com/r/very-thai-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Celon Bar and Lounge restaurant,https://www.opentable.com/r/celon-bar-and-lounge-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,15 Reviews,4.3,3.7,4.1,4.4,3.8,Moderate,76,Midtown East,"Bar / Lounge / Bottle Service, Mediterranean",Casual Elegant,Smart Casual,,"Bar/Lounge, Beer, Cocktails, Corkage Fee, Entertainment, Full Bar, Happy Hour, Late Night, Non-Smoking, Wheelchair Access, Wine",Bar / Lounge / Bottle Service,1,1,1,1
BELLY Chef's Counter at Gansevoort Market restaurant,https://www.opentable.com/r/belly-chefs-counter-at-gansevoort-market-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Wokuni restaurant,https://www.opentable.com/r/wokuni-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,626 Reviews,4.7,4.7,4.6,4.7,4.4,Moderate,93,Murray Hill,Japanese,Casual Dining,Business Casual,,Takeout,Japanese,,,,
Mayanoki restaurant,https://www.opentable.com/r/mayanoki-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
The Loyal restaurant,https://www.opentable.com/r/tbd-289-bleeker-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,1,0,$31 to $50,563 Reviews,4.8,4.8,4.7,4.7,4.5,Moderate,100,West Village,American,Casual Elegant,Casual Dress,John​ ​Fraser ,"Bar/Lounge, Counter Seating, Delivery, Full Bar, Gender Neutral Restroom, Happy Hour, Outdoor dining, Takeout, Weekend Brunch, Wheelchair Access",American,1,1,1,1
Tudor City Steak House restaurant,https://www.opentable.com/r/tudor-city-steak-house-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Char Sue restaurant,https://www.opentable.com/r/char-sue-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Adom Restaurant restaurant,https://www.opentable.com/r/adom-restaurant-bronx?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
Tagine Dining Gallery restaurant,https://www.opentable.com/r/tagine-dining-gallery-new-york?corrid=18aa31e0-de8a-4885-a26b-1ba2936609e8&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T20%3A00%3A00,0,,,,,,,,,,,,,,,,,,,,,
