url,earliest,days
https://www.opentable.com/r/wolfgangs-steakhouse-broadway-37th-st-new-york,12/4/2019,599.0
https://www.opentable.com/r/giardino-54-new-york,3/25/2021,122.0
https://www.opentable.com/r/sachi-nyc-new-york,12/4/2019,599.0
https://www.opentable.com/r/sveta-new-york,12/11/2019,592.0
https://www.opentable.com/r/flame-nyc-new-york,12/22/2019,581.0
https://www.opentable.com/r/jeannies-nordstrom-new-york-city-new-york,10/31/2019,633.0
https://www.opentable.com/r/bistro-verde-nordstrom-new-york-city-new-york,10/29/2019,635.0
https://www.opentable.com/r/ninos-new-york,10/27/2019,637.0
https://www.opentable.com/r/rabbit-house-omakase-and-sake-bar-new-york,2/14/2020,527.0
https://www.opentable.com/r/lezzet-mediterranean-turkish-restaurant-new-york,10/11/2019,653.0
https://www.opentable.com/r/catch-steak-maritime-hotel-new-york,9/19/2019,675.0
https://www.opentable.com/r/ampia-rooftop-and-gnoccheria-wall-st-new-york,10/3/2019,661.0
https://www.opentable.com/r/rh-rooftop-restaurant-new-york,9/12/2019,682.0
https://www.opentable.com/r/tacovision-new-york,9/18/2019,676.0
https://www.opentable.com/r/red-peony-new-york,9/6/2019,688.0
https://www.opentable.com/r/il-piccolo-ristoro-new-york,8/8/2019,717.0
https://www.opentable.com/r/worthwild-new-york,8/26/2019,699.0
https://www.opentable.com/r/sushi-suite-1001-new-york,9/4/2019,690.0
https://www.opentable.com/r/new-amsterdam-burger-and-bar-new-york,7/29/2019,727.0
https://www.opentable.com/r/eds-lobster-bar-new-york,8/8/2019,717.0
https://www.opentable.com/r/westville-new-york,9/12/2019,682.0
https://www.opentable.com/r/petite-boucherie-new-york,2/20/2015,2347.0
https://www.opentable.com/the-smith-lincoln-square,11/13/2012,3176.0
https://www.opentable.com/r/del-friscos-grille-nyc-new-york,8/24/2011,3623.0
https://www.opentable.com/nomo-kitchen,4/10/2011,3759.0
https://www.opentable.com/r/del-friscos-double-eagle-steak-house-new-york-city-new-york,1/22/2011,3837.0
https://www.opentable.com/max-brenner-union-square,1/26/2010,4198.0
https://www.opentable.com/r/sojourn-restaurant-new-york,6/13/2009,4425.0
https://www.opentable.com/r/charlie-palmer-steak-nyc-new-york-3,6/30/2009,4408.0
https://www.opentable.com/locanda-verde,6/25/2008,4778.0
https://www.opentable.com/r/brick-lane-curry-house-new-york,3/22/2008,4873.0
https://www.opentable.com/ruths-chris-steak-house-new-york,5/10/2005,5920.0
https://www.opentable.com/carmines-91st-street-nyc,3/23/2008,4872.0
https://www.opentable.com/r/oda-house-upper-east-side-new-york-2,6/9/2019,777.0
https://www.opentable.com/r/queensyard-new-york,10/30/2019,634.0
https://www.opentable.com/r/spanish-diner-at-mercado-little-spain-new-york,7/6/2019,750.0
https://www.opentable.com/r/the-warren-new-york,7/25/2017,1461.0
https://www.opentable.com/r/marcellino-new-york,5/7/2019,810.0
https://www.opentable.com/r/bombay-bistro-new-york,4/12/2019,835.0
https://www.opentable.com/r/da-capo-new-york,3/30/2019,848.0
https://www.opentable.com/r/la-pizza-and-la-pasta-eataly-nyc-downtown-new-york,6/28/2018,1123.0
https://www.opentable.com/r/yara-new-york,4/12/2019,835.0
https://www.opentable.com/r/le-moulin-a-cafe-new-york,4/25/2019,822.0
https://www.opentable.com/r/st-tropez-soho-new-york-2,2/24/2019,882.0
https://www.opentable.com/r/wagamama-murray-hill-new-york,9/23/2020,305.0
https://www.opentable.com/r/buenavista-restaurant-and-bar-new-york,9/25/2018,1034.0
https://www.opentable.com/r/il-divo-new-york,2/11/2019,895.0
https://www.opentable.com/r/turkuaz-restaurant-new-york-2,2/13/2019,893.0
https://www.opentable.com/r/nittis-new-york,1/12/2019,925.0
https://www.opentable.com/r/quartino-bottega-organica-new-york,1/23/2019,914.0
https://www.opentable.com/r/seamores-brookfield-place-new-york,1/18/2019,919.0
https://www.opentable.com/r/aroma-trattoria-new-york,2/16/2019,890.0
https://www.opentable.com/r/valerie-new-york,1/11/2019,926.0
https://www.opentable.com/r/il-mulino-prime-gramercy-new-york,12/4/2018,964.0
https://www.opentable.com/r/izakaya-juraku-new-york,8/31/2018,1059.0
https://www.opentable.com/r/hortus-nyc-new-york,11/23/2018,975.0
https://www.opentable.com/r/elea-new-york,11/10/2018,988.0
https://www.opentable.com/r/osteria-106-new-york-2,10/11/2018,1018.0
https://www.opentable.com/r/the-wilson-new-york,10/26/2018,1003.0
https://www.opentable.com/r/kahlo-nyc-new-york,10/14/2018,1015.0
https://www.opentable.com/r/brooklyn-chop-house-new-york,10/1/2018,1028.0
https://www.opentable.com/r/zia-maria-little-italy-new-york,10/13/2018,1016.0
https://www.opentable.com/r/bluebird-london-restaurant-new-york,10/5/2018,1024.0
https://www.opentable.com/r/castell-rooftop-lounge-new-york,4/13/2019,834.0
https://www.opentable.com/r/the-terrace-at-the-edition-and-outdoor-gardens-new-york,2/22/2019,884.0
https://www.opentable.com/r/sushi-ryusei-new-york,9/7/2018,1052.0
https://www.opentable.com/r/sall-restaurant-and-lounge-new-york,8/25/2018,1065.0
https://www.opentable.com/r/oak-tuscan-truffle-lounge-new-york,8/4/2018,1086.0
https://www.opentable.com/r/bp-grille-new-york,,
https://www.opentable.com/r/cardoncello-divino-new-york,7/27/2018,1094.0
https://www.opentable.com/r/barnea-bistro-new-york,7/16/2018,1105.0
https://www.opentable.com/r/angeletto-restaurant-new-york,7/12/2018,1109.0
https://www.opentable.com/r/haswell-greens-new-york,6/29/2018,1122.0
https://www.opentable.com/r/saar-indian-bistro-new-york,6/1/2018,1150.0
https://www.opentable.com/r/bua-thai-ramen-and-robata-grill-new-york,7/6/2018,1115.0
https://www.opentable.com/r/the-leroy-house-new-york,6/5/2018,1146.0
https://www.opentable.com/r/scampi-new-york,6/2/2018,1149.0
https://www.opentable.com/r/the-harrow-new-york,2/16/2019,890.0
https://www.opentable.com/r/javelina-ues-new-york,7/15/2018,1106.0
https://www.opentable.com/r/gu-japanese-fusion-sushi-and-bar-new-york,6/6/2018,1145.0
https://www.opentable.com/r/sabai-thai-new-york,4/4/2018,1208.0
https://www.opentable.com/r/wagamama-nomad-new-york,3/31/2018,1212.0
https://www.opentable.com/r/pj-clarkes-third-avenue-new-york,4/1/2018,1211.0
https://www.opentable.com/r/fashion-bar-and-restaurant-new-york-1,3/5/2018,1238.0
https://www.opentable.com/r/angelos-pizza-new-york,3/4/2018,1239.0
https://www.opentable.com/r/la-goulue-new-york-2,3/4/2018,1239.0
https://www.opentable.com/r/st-tropez-wine-bar-new-york,2/23/2019,883.0
https://www.opentable.com/r/boucherie-union-square-new-york,2/14/2018,1257.0
https://www.opentable.com/r/imli-urban-indian-food-new-york,1/16/2018,1286.0
https://www.opentable.com/r/the-meatball-shop-hells-kitchen-new-york,4/14/2019,833.0
https://www.opentable.com/r/la-sirene-uws-new-york,12/31/2017,1302.0
https://www.opentable.com/r/tuscany-steak-house-new-york,1/10/2018,1292.0
https://www.opentable.com/r/shaking-crab-upper-west-side-new-york,12/31/2017,1302.0
https://www.opentable.com/r/siena-cafe-new-york,12/19/2017,1314.0
https://www.opentable.com/r/baar-baar-new-york,12/5/2017,1328.0
https://www.opentable.com/r/thai72-new-york,12/1/2017,1332.0
https://www.opentable.com/r/butcher-and-banker-new-york,11/14/2017,1349.0
https://www.opentable.com/r/serafina-105-new-york,11/10/2017,1353.0
https://www.opentable.com/r/renaissance-harlem-new-york,11/3/2017,1360.0
https://www.opentable.com/r/seamores-chelsea-new-york,4/24/2019,823.0
https://www.opentable.com/r/celon-bar-and-lounge-new-york,11/17/2017,1346.0
https://www.opentable.com/r/wokuni-new-york,10/10/2017,1384.0
https://www.opentable.com/r/il-carino-restaurant-new-york,9/9/2017,1415.0
https://www.opentable.com/r/island-new-york,8/23/2017,1432.0
https://www.opentable.com/r/serafina-tribeca-new-york,7/22/2017,1464.0
https://www.opentable.com/r/langolo-new-york,8/5/2017,1450.0
https://www.opentable.com/r/yama-ramen-and-sushi-new-york,6/24/2017,1492.0
https://www.opentable.com/r/aroqa-new-york-4,6/9/2017,1507.0
https://www.opentable.com/r/westville-wall-street-new-york,6/3/2017,1513.0
https://www.opentable.com/r/serafina-osteria-new-york,3/27/2021,120.0
https://www.opentable.com/r/the-keg-room-new-york,6/1/2019,785.0
https://www.opentable.com/r/kokage-new-york-2,5/31/2017,1516.0
https://www.opentable.com/r/mizu-flatiron-new-york,7/10/2017,1476.0
https://www.opentable.com/r/the-whitby-bar-and-restaurant-new-york,3/25/2017,1583.0
https://www.opentable.com/r/piccola-cucina-estiatorio-newyork,3/8/2017,1600.0
https://www.opentable.com/r/l-adresse-new-york,1/26/2017,1641.0
https://www.opentable.com/r/hudson-west-kitchen-and-craft-bar-formerly-ousia-new-york,1/25/2017,1642.0
https://www.opentable.com/r/royal-35-steakhouse-new-york,1/14/2017,1653.0
https://www.opentable.com/r/serafina-ludlow-new-york,1/29/2017,1638.0
https://www.opentable.com/r/spice-symphony-31st-st-new-york,12/30/2016,1668.0
https://www.opentable.com/r/zia-maria-ristorante-and-pizzeria-new-york,12/31/2016,1667.0
https://www.opentable.com/r/deninos-greenwich-village-new-york,12/17/2016,1681.0
https://www.opentable.com/r/boucherie-new-york,12/9/2016,1689.0
https://www.opentable.com/r/misirizzi-new-york,12/6/2016,1692.0
https://www.opentable.com/r/coarse-nyc-new-york-2,12/9/2016,1689.0
https://www.opentable.com/r/pescatore-new-york,12/3/2016,1695.0
https://www.opentable.com/r/allora-new-york,11/28/2016,1700.0
https://www.opentable.com/r/divyas-kitchen-new-york-city,11/26/2016,1702.0
https://www.opentable.com/r/benjamin-prime-new-york,11/24/2016,1704.0
https://www.opentable.com/r/isabelles-osteria-new-york,11/14/2020,253.0
https://www.opentable.com/r/upstate-craft-beer-and-oyster-bar-new-york,12/31/2018,937.0
https://www.opentable.com/r/omakase-shiro-new-york,4/30/2021,86.0
https://www.opentable.com/r/buddha-bodai-kosher-vegetarian-restaurant-new-york,8/24/2017,1431.0
https://www.opentable.com/r/sahib-new-york,12/13/2016,1685.0
https://www.opentable.com/r/empire-rooftop-at-empire-hotel-new-york,10/18/2016,1741.0
https://www.opentable.com/r/bazar-tapas-bar-and-restaurant-new-york,8/21/2017,1434.0
https://www.opentable.com/bistango-at-the-kimberly-hotel,10/18/2014,2472.0
https://www.opentable.com/r/industry-kitchen-new-york,5/29/2015,2249.0
https://www.opentable.com/r/russian-samovar-and-tolstoys-lounge-new-york,10/30/2016,1729.0
https://www.opentable.com/r/cut-by-wolfgang-puck-at-fs-downtown-new-york,10/1/2016,1758.0
https://www.opentable.com/r/soju-haus-new-york,9/22/2016,1767.0
https://www.opentable.com/r/harolds-meat-and-three-new-york,9/24/2016,1765.0
https://www.opentable.com/r/baby-brasa-new-york,9/6/2017,1418.0
https://www.opentable.com/r/dutch-freds-new-york,8/2/2016,1818.0
https://www.opentable.com/r/blue-dog-cookhouse-and-bar-new-york,8/6/2016,1814.0
https://www.opentable.com/r/haru-sushi-amsterdam-ave-new-york,7/7/2016,1844.0
https://www.opentable.com/r/momokawa-new-york,6/22/2016,1859.0
https://www.opentable.com/r/bowery-road-new-york,5/5/2017,1542.0
https://www.opentable.com/r/schilling-new-york,5/24/2016,1888.0
https://www.opentable.com/r/caliente-cab-mexican-cafe-new-york,5/4/2018,1178.0
https://www.opentable.com/r/sushi-ginza-onodera-new-york,7/27/2016,1824.0
https://www.opentable.com/r/piacere-new-york,5/27/2017,1520.0
https://www.opentable.com/r/luzzos-la-pizza-napoletana-new-york,7/18/2019,738.0
https://www.opentable.com/r/haymaker-bar-and-kitchen-new-york,6/3/2016,1878.0
https://www.opentable.com/r/westville-east-village-new-york,2/14/2019,892.0
https://www.opentable.com/r/the-meatball-shop-ues-new-york,9/27/2018,1032.0
https://www.opentable.com/r/seamores-nolita-new-york,2/12/2019,894.0
https://www.opentable.com/r/casa-bella-restaurant-new-york,12/3/2016,1695.0
https://www.opentable.com/r/don-giovannis-chelsea,12/9/2018,959.0
https://www.opentable.com/r/tortaria-new-york,7/25/2020,365.0
https://www.opentable.com/r/turkish-cuisine-new-york,4/19/2017,1558.0
https://www.opentable.com/r/jadis-new-york,1/16/2017,1651.0
https://www.opentable.com/r/campagnola-new-york,7/13/2016,1838.0
https://www.opentable.com/r/miramar-new-york,7/25/2018,1096.0
https://www.opentable.com/r/san-matteo-pizzeria-e-cucina-new-york,2/14/2017,1622.0
https://www.opentable.com/r/emporium-brasil-restaurant-and-bar-new-york,8/6/2016,1814.0
https://www.opentable.com/r/pietros-new-york,1/18/2018,1284.0
https://www.opentable.com/r/piccolo-angolo-new-york,5/17/2019,800.0
https://www.opentable.com/r/tre-sorelle-new-york,7/9/2016,1842.0
https://www.opentable.com/r/la-caverna-new-york,9/6/2020,322.0
https://www.opentable.com/r/bocaphe-new-york-city,6/1/2016,1880.0
https://www.opentable.com/r/the-smith-nomad-new-york,4/1/2016,1941.0
https://www.opentable.com/toscana-49,3/16/2016,1957.0
https://www.opentable.com/sushi-dojo,4/16/2016,1926.0
https://www.opentable.com/paesano-of-mulberry-street,3/21/2016,1952.0
https://www.opentable.com/r/tarallucci-e-vino-east-village-new-york1,5/20/2016,1892.0
https://www.opentable.com/r/brooklyn-diner-new-york,3/6/2016,1967.0
https://www.opentable.com/san-carlo-osteria-piemonte,3/5/2016,1968.0
https://www.opentable.com/under-the-bridge,3/5/2016,1968.0
https://www.opentable.com/maxwells-central-park,3/17/2016,1956.0
https://www.opentable.com/r/gnoccheria-east-village,3/10/2016,1963.0
https://www.opentable.com/indian-accent,2/29/2016,1973.0
https://www.opentable.com/r/double-zero-new-york,2/12/2016,1990.0
https://www.opentable.com/empire-steak-house-east,2/5/2016,1997.0
https://www.opentable.com/elmo,1/14/2016,2019.0
https://www.opentable.com/r/sushi-seki-times-square-new-york,1/29/2016,2004.0
https://www.opentable.com/r/high-street-on-hudson-new-york,1/30/2016,2003.0
https://www.opentable.com/jue-lan-club,12/24/2015,2040.0
https://www.opentable.com/row-house,12/7/2015,2057.0
https://www.opentable.com/nare-sushi,12/16/2015,2048.0
https://www.opentable.com/r/blue-seafood-bar-and-restaurant-new-york,12/3/2015,2061.0
https://www.opentable.com/r/5-napkin-burger-upper-east-side-new-york,11/6/2015,2088.0
https://www.opentable.com/hudson-hound,11/8/2015,2086.0
https://www.opentable.com/chazz-palminteri-ristorante-italiano,10/24/2015,2101.0
https://www.opentable.com/wollenskys-grill-new-york,10/18/2015,2107.0
https://www.opentable.com/dos-caminos-times-square,9/12/2015,2143.0
https://www.opentable.com/r/lamico-new-york,9/12/2015,2143.0
https://www.opentable.com/numero-28-pizzeria-west-village,10/19/2015,2106.0
https://www.opentable.com/hard-rock-cafe-times-square,7/28/2015,2189.0
https://www.opentable.com/danji,7/21/2015,2196.0
https://www.opentable.com/yakiniku-futago,8/8/2015,2178.0
https://www.opentable.com/r/the-ribbon-nyc,6/28/2015,2219.0
https://www.opentable.com/r/delice-and-sarrasin-new-york,6/28/2015,2219.0
https://www.opentable.com/r/bistrot-leo-new-york,4/13/2018,1199.0
https://www.opentable.com/yakitori-tori-shin-west,6/27/2015,2220.0
https://www.opentable.com/korali,5/16/2015,2262.0
https://www.opentable.com/the-grange,3/24/2015,2315.0
https://www.opentable.com/da-nico-ristorante-manhattan-location,3/30/2015,2309.0
https://www.opentable.com/r/javelina-union-square-new-york,3/9/2015,2330.0
https://www.opentable.com/zuma-japanese-restaurant-ny,2/17/2015,2350.0
https://www.opentable.com/r/ainsworth-midtown-new-york,3/4/2015,2335.0
https://www.opentable.com/bar-primi,1/17/2015,2381.0
https://www.opentable.com/r/hunt-and-fish-club-nyc-new-york,1/9/2015,2389.0
https://www.opentable.com/bocado-cafe,2/16/2015,2351.0
https://www.opentable.com/blue-ribbon-brasserie,1/2/2015,2396.0
https://www.opentable.com/adalya,12/26/2014,2403.0
https://www.opentable.com/da-claudio-ristorante,12/22/2014,2407.0
https://www.opentable.com/porteno-restaurant,12/6/2014,2423.0
https://www.opentable.com/r/il-patio-di-eataly-new-york1,2/14/2015,2353.0
https://www.opentable.com/r/mastros-steakhouse-new-york-city-new-york,11/12/2014,2447.0
https://www.opentable.com/bowery-meat-company,11/7/2014,2452.0
https://www.opentable.com/the-little-beet-table,11/7/2014,2452.0
https://www.opentable.com/limani-nyc,11/4/2014,2455.0
https://www.opentable.com/wild-west-village,1/6/2015,2392.0
https://www.opentable.com/old-tbilisi,11/8/2014,2451.0
https://www.opentable.com/r/finestra-new-york,10/8/2014,2482.0
https://www.opentable.com/r/gran-morsi-new-york,10/10/2014,2480.0
https://www.opentable.com/bistro-les-amis,10/11/2014,2479.0
https://www.opentable.com/r/anejo-tribeca-new-york,8/28/2014,2523.0
https://www.opentable.com/r/212-steakhouse-new-york,8/15/2014,2536.0
https://www.opentable.com/district-tap-house,8/19/2014,2532.0
https://www.opentable.com/r/obica-mozzarella-bar-pizza-e-cucina-new-york,7/25/2014,2557.0
https://www.opentable.com/haru-sushi-w-43rd,6/18/2014,2594.0
https://www.opentable.com/r/il-mulino-prime-soho,6/26/2014,2586.0
https://www.opentable.com/jones-wood-foundry,6/20/2014,2592.0
https://www.opentable.com/r/quality-italian-new-york,8/3/2013,2913.0
https://www.opentable.com/r/awadh-new-york,6/13/2014,2599.0
https://www.opentable.com/r/il-gattopardo-new-york,1/1/2013,3127.0
https://www.opentable.com/r/fonda-chelsea-new-york,5/21/2014,2622.0
https://www.opentable.com/altesi-ristorante,5/18/2014,2625.0
https://www.opentable.com/racines-ny,5/15/2014,2628.0
https://www.opentable.com/toledo-restaurant,5/10/2014,2633.0
https://www.opentable.com/r/buenos-aires-new-york,1/26/2014,2737.0
https://www.opentable.com/tavern-on-the-green,4/29/2015,2279.0
https://www.opentable.com/mama-mia-44sw,4/26/2014,2647.0
https://www.opentable.com/r/barbalu-new-york,4/4/2014,2669.0
https://www.opentable.com/r/amarone-new-york,3/14/2014,2690.0
https://www.opentable.com/r/frida-midtown,7/3/2021,22.0
https://www.opentable.com/amaranth,3/13/2014,2691.0
https://www.opentable.com/r/brunetti-pizza-west-village-new-york,3/5/2014,2699.0
https://www.opentable.com/mamasita-bar-and-grill,1/19/2014,2744.0
https://www.opentable.com/r/empire-steakhouse-237-west-54-street-off-of-broadway-new-york,12/21/2013,2773.0
https://www.opentable.com/r/reserve-cut-new-york,12/9/2013,2785.0
https://www.opentable.com/pippali,12/7/2013,2787.0
https://www.opentable.com/cibo-e-vino,12/4/2013,2790.0
https://www.opentable.com/r/fogo-de-chao-brazilian-steakhouse-new-york,12/19/2013,2775.0
https://www.opentable.com/antica-ancora,1/17/2014,2746.0
https://www.opentable.com/r/death-ave-restaurant-and-brewing-co-new-york,11/25/2014,2434.0
https://www.opentable.com/r/gabriels-bar-and-restaurant-new-york,10/29/2013,2826.0
https://www.opentable.com/westville-hudson,11/1/2013,2823.0
https://www.opentable.com/barawine,10/26/2013,2829.0
https://www.opentable.com/the-odeon,2/14/2006,5640.0
https://www.opentable.com/the-clam,1/31/2014,2732.0
https://www.opentable.com/cafe-cluny,6/4/2007,5165.0
https://www.opentable.com/r/the-east-pole-kitchen-and-bar-new-york,8/27/2013,2889.0
https://www.opentable.com/r/pomodoro-rosso-new-york,8/14/2013,2902.0
https://www.opentable.com/r/khe-yo-new-york-3,8/1/2013,2915.0
https://www.opentable.com/la-brochette-kosher-steakhouse,8/15/2013,2901.0
https://www.opentable.com/bills-bar-and-burger-downtown,7/22/2013,2925.0
https://www.opentable.com/r/mortons-the-steakhouse-world-trade-center-new-york,7/11/2013,2936.0
https://www.opentable.com/amber-west-village,7/6/2013,2941.0
https://www.opentable.com/sel-et-poivre-restaurant,6/30/2013,2947.0
https://www.opentable.com/jean-claude-2,6/28/2013,2949.0
https://www.opentable.com/anassa-taverna,5/31/2013,2977.0
https://www.opentable.com/lafayette,4/30/2013,3008.0
https://www.opentable.com/the-boil,12/23/2016,1675.0
https://www.opentable.com/pergola,1/10/2014,2753.0
https://www.opentable.com/delizia-92,9/16/2013,2869.0
https://www.opentable.com/la-bergamote-hells-kitchen,4/12/2013,3026.0
https://www.opentable.com/la-bergamote,4/13/2013,3025.0
https://www.opentable.com/pasta-lovers-trattoria,5/18/2013,2990.0
https://www.opentable.com/r/society-cafe-new-york,12/2/2016,1696.0
https://www.opentable.com/the-liberty-nyc,3/7/2013,3062.0
https://www.opentable.com/r/serafina-always-grill-new-york,3/31/2013,3038.0
https://www.opentable.com/gallaghers-steakhouse-manhattan,2/16/2013,3081.0
https://www.opentable.com/the-crosby-bar,2/14/2013,3083.0
https://www.opentable.com/r/joanne-trattoria-new-york,1/26/2013,3102.0
https://www.opentable.com/bxl-zoute,1/11/2013,3117.0
https://www.opentable.com/the-dutch,1/6/2013,3122.0
https://www.opentable.com/r/the-leopard-at-des-artistes-new-york,1/5/2013,3123.0
https://www.opentable.com/r/malai-marke-new-york,1/27/2013,3101.0
https://www.opentable.com/r/bocca-di-bacco-chelsea-20th-st-new-york,12/19/2012,3140.0
https://www.opentable.com/sea-fire-grill,11/22/2012,3167.0
https://www.opentable.com/wa-jeal,12/21/2012,3138.0
https://www.opentable.com/r/hancock-st-new-york,6/12/2021,43.0
https://www.opentable.com/r/dulce-vida-latin-bistro-new-york,11/2/2017,1361.0
https://www.opentable.com/la-bella-vita-new-york,12/12/2012,3147.0
https://www.opentable.com/r/breslin-burger-new-york,7/2/2014,2580.0
https://www.opentable.com/giardino-doro,9/28/2012,3222.0
https://www.opentable.com/r/socarrat-paella-bar-midtown-east-new-york,9/28/2012,3222.0
https://www.opentable.com/spice-symphony,10/6/2012,3214.0
https://www.opentable.com/r/tia-pol-new-york,9/9/2012,3241.0
https://www.opentable.com/r/la-pizza-and-la-pasta-eataly-nyc-flatiron-new-york,12/24/2014,2405.0
https://www.opentable.com/galli-restaurant-soho,9/1/2012,3249.0
https://www.opentable.com/caffe-buon-gusto-ues,8/29/2012,3252.0
https://www.opentable.com/serafina-upper-west,3/18/2012,3416.0
https://www.opentable.com/angelo-bellini-italian-restaurant,7/19/2012,3293.0
https://www.opentable.com/macs-afghan-kebab-incorporated,10/15/2012,3205.0
https://www.opentable.com/benihana-new-york,6/11/2012,3331.0
https://www.opentable.com/orient-express-cocktail-bar,10/6/2012,3214.0
https://www.opentable.com/r/jubilee-1st-avenue-new-york,6/2/2012,3340.0
https://www.opentable.com/r/haven-rooftop-new-york,6/10/2012,3332.0
https://www.opentable.com/r/stk-rooftop-new-york,5/12/2012,3361.0
https://www.opentable.com/bottega-new-york,4/20/2012,3383.0
https://www.opentable.com/inti-nyc-restaurant,6/2/2012,3340.0
https://www.opentable.com/nello,4/21/2012,3382.0
https://www.opentable.com/r/antique-garage-soho-new-york,8/29/2015,2157.0
https://www.opentable.com/aoa-bar-and-grill,4/27/2012,3376.0
https://www.opentable.com/atrio-wine-bar-restaurant,5/13/2012,3360.0
https://www.opentable.com/senya,6/23/2015,2224.0
https://www.opentable.com/sofrito-nyc,3/19/2012,3415.0
https://www.opentable.com/r/gyu-kaku-times-square-new-york,3/29/2012,3405.0
