url,2021-07-23
https://www.opentable.com/r/quality-meats-new-york?corrid=fc6f1f96-bb43-4b1a-aeca-ac13e8b6441e&avt=eyJ2IjoyLCJtIjoxLCJwIjoxLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,108
https://www.opentable.com/r/stk-nyc-midtown-new-york?corrid=fc6f1f96-bb43-4b1a-aeca-ac13e8b6441e&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,244
https://www.opentable.com/r/pera-mediterranean-brasserie-new-york?corrid=fc6f1f96-bb43-4b1a-aeca-ac13e8b6441e&avt=eyJ2IjoyLCJtIjoxLCJwIjoxLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,30
https://www.opentable.com/r/the-smith-nomad-new-york?corrid=fc6f1f96-bb43-4b1a-aeca-ac13e8b6441e&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,220
https://www.opentable.com/the-liberty-nyc?corrid=fc6f1f96-bb43-4b1a-aeca-ac13e8b6441e&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,43
https://www.opentable.com/r/lamico-new-york?corrid=fc6f1f96-bb43-4b1a-aeca-ac13e8b6441e&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,59
https://www.opentable.com/pergola?corrid=fc6f1f96-bb43-4b1a-aeca-ac13e8b6441e&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,59
https://www.opentable.com/r/benjamin-prime-new-york?corrid=fc6f1f96-bb43-4b1a-aeca-ac13e8b6441e&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,100
https://www.opentable.com/r/state-grill-and-bar-new-york?corrid=fc6f1f96-bb43-4b1a-aeca-ac13e8b6441e&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,7
https://www.opentable.com/r/quality-bistro-new-york?corrid=fc6f1f96-bb43-4b1a-aeca-ac13e8b6441e&avt=eyJ2IjoyLCJtIjoxLCJwIjoxLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-24T22%3A00%3A00,140
