url,name,2021-07-20
https://www.opentable.com/r/addeos-of-the-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Newly added Addeo's of the Bronx restaurant,0
https://www.opentable.com/r/maisonetta-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Maisonetta restaurant,0
https://www.opentable.com/r/shanghai-red-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Shanghai Red restaurant,8
https://www.opentable.com/r/mama-sushi-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Mama Sushi - Bronx restaurant,6
https://www.opentable.com/r/ajo-and-oregano-restaurant-new-york?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Ajo & Oregano Restaurant restaurant,0
https://www.opentable.com/r/emilias-restaurant-bronx-2?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Emilia's Restaurant restaurant,4
https://www.opentable.com/r/arthur-avenue-fiasco-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Arthur Avenue Fiasco restaurant,2
https://www.opentable.com/r/american-grill-bronx-2?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,American Grill restaurant,0
https://www.opentable.com/r/evo-restaurant-and-cocktail-lounge-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Evo Restaurant & Cocktail Lounge restaurant,0
https://www.opentable.com/r/evo-cocktail-lounge-bottle-service-bookings-brinx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Evo Cocktail Lounge - Bottle Service Bookings restaurant,0
https://www.opentable.com/r/st-anns-cafe-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,St Ann's Cafe restaurant,0
https://www.opentable.com/r/fontenova-spanish-and-mexican-tapas-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Fontenova Spanish & Mexican Tapas restaurant,0
https://www.opentable.com/r/yukka-latin-bistro-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Yukka Latin Bistro restaurant,0
https://www.opentable.com/r/casa-del-mar-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Casa Del Mar - Bronx restaurant,1
https://www.opentable.com/r/inine-bistro-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,iNINE Bistro restaurant,0
https://www.opentable.com/r/suyo-gastrofusion-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Suyo Gastrofusion restaurant,10
https://www.opentable.com/r/the-waterfront-nyc-bronx-new-york?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,The Waterfront NYC restaurant,7
https://www.opentable.com/r/mott-haven-bar-and-grill-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Mott Haven Bar & Grill restaurant,0
https://www.opentable.com/r/vistamar-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,VISTAMAR restaurant,4
https://www.opentable.com/r/enzos-of-williamsbridge-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Enzo's of Williamsbridge restaurant,1
https://www.opentable.com/r/casa-restaurant-and-lounge-inc-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,CASA RESTAURANT & LOUNGE restaurant,0
https://www.opentable.com/r/san-gennaro-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,San Gennaro restaurant,1
https://www.opentable.com/r/da-franco-and-tonys-ristorante-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Da' Franco & Tony's Ristorante restaurant,2
https://www.opentable.com/r/patsys-pizzeria-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Patsy's Pizzeria restaurant,0
https://www.opentable.com/r/red-lobster-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Red Lobster - Bronx restaurant,0
https://www.opentable.com/r/di-como-restaurant-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Escape Latino restaurant,0
https://www.opentable.com/hudson-garden-grill-at-the-new-york-botanical-garden?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Hudson Garden Grill at the New York Botanical Garden restaurant,51
https://www.opentable.com/robertos-restaurant-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Roberto's Restaurant restaurant,23
https://www.opentable.com/hard-rock-cafe-yankee-stadium?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Hard Rock Cafe - Yankee Stadium restaurant,0
https://www.opentable.com/marios-restaurant-arthur-ave?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Mario's Restaurant - Arthur Ave. restaurant,6
https://www.opentable.com/audi-club-yankee-stadium?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Audi Club Yankee Stadium restaurant,16
https://www.opentable.com/nyy-steak-yankee-stadium?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,NYY Steak - Yankee Stadium restaurant,13
https://www.opentable.com/r/icehouse-italian-waterfront-restaurant-new-york?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Icehouse Italian Waterfront Restaurant restaurant,0
https://www.opentable.com/r/jakes-steakhouse-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Jake's Steakhouse restaurant,7
https://www.opentable.com/r/rosas-at-park-bronx?corrid=5a6db92e-765c-4318-88e9-5a60a0eef702&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=1&sd=2021-07-20T22%3A30%3A00,Rosa's at Park restaurant,3
